name,rating,review,date,location,sentiment
Johanna Joyce,"Rated 5.0 out of 5,",Miss this place. Lovely place for best cappuccino,2022-06-27,Café Coffee Day indiranagar,Positive
Willem Rooze,"Rated 4.0 out of 5,","Good place, well air-conditioned, nice service of helpful staff.",2019-06-27,Café Coffee Day indiranagar,Positive
SHAHUL DUMBA,"Rated 1.0 out of 5,",Bad food quality... ordered chicken sandwich they just gave plain bread with tomato and onions.... surprise surprise no chicken and sauce also in the sandwich...,2019-06-27,Café Coffee Day indiranagar,Negative
rajit haridas,"Rated 4.0 out of 5,",I like their coffee. Seating inside or outside.....best part is they are open till late :),2022-06-27,Café Coffee Day indiranagar,Positive
Veena Mallick,"Rated 4.0 out of 5,",Great coffee. Good ambiance. An off-site workplace!!,2020-06-27,Café Coffee Day indiranagar,Positive
Vimal Kumar,"Rated 1.0 out of 5,",Been coming here since 5 years...service isnpoor..ambience deteriorating and staff in billing nasty,2018-06-27,Café Coffee Day indiranagar,Negative
Salil Mathur,"Rated 4.0 out of 5,",GoodFood: 4/5  |  Service: 4/5  |  Atmosphere: 4/5 …More,2023-06-27,Café Coffee Day indiranagar,Neutral
Ibrahim Ahmed,"Rated 5.0 out of 5,","ExcellentRecommended dishes
Coffee and Pastri, Capaccino …More",2023-05-27,Café Coffee Day indiranagar,Positive
Partha Sarathi Banerjee,"Rated 3.0 out of 5,","Not much of choices available, don't compare with other CCDs with Davangere CCD.",2018-06-27,Café Coffee Day indiranagar,Negative
syed moinuddin,"Rated 5.0 out of 5,","Mecca for entrepreneurs, sit and work, have meetings, interviews etcThe new food menu is also very good",2020-06-27,Café Coffee Day indiranagar,Positive
Vivek Varkey Thomas,"Rated 5.0 out of 5,",Went here to complete my DBS Digibank Aadhaar verification. Spacious and nice ambience.,2018-06-27,Café Coffee Day indiranagar,Positive
Akshata Shetti,"Rated 5.0 out of 5,",Pretty good place for chit chat or celebrations. Was open even after 12 am,2018-06-27,Café Coffee Day indiranagar,Positive
Vidhi Talera,"Rated 1.0 out of 5,","The place was too hot, staff was good but less in number.",2019-06-27,Café Coffee Day indiranagar,Negative
Beard Monk,"Rated 5.0 out of 5,",Nice ambience,2023-05-27,Café Coffee Day indiranagar,Positive
SRIDHAR IYER,"Rated 4.0 out of 5,","Quite a variety of hot and cold beverages, snack options. Reasonably good place for discussions over coffee / tea.",2018-06-27,Café Coffee Day indiranagar,Positive
Poornika Awasthi,"Rated 2.0 out of 5,",Apart from drinks and panner cheese garlic bread they had nothing,2022-06-27,Café Coffee Day indiranagar,Neutral
Wood Worx,"Rated 5.0 out of 5,",Great place! Amazing service 👍,2022-06-27,Café Coffee Day indiranagar,Positive
Arpan Banerjee,"Rated 3.0 out of 5,",Good joint for meetings. A bit overpriced. But decent ambience.,2019-06-27,Café Coffee Day indiranagar,Positive
Abhishek Mahuvagara,"Rated 4.0 out of 5,",Just like the usual CCD. I like cold coffees there especially Frappe just with chocolate sauce. Just like any other CCD in town,2019-06-27,Café Coffee Day indiranagar,Positive
Antara Sarkar,"Rated 5.0 out of 5,","Amazing CCD, with good ambience and Delicious Coffee and Snacks..",2022-06-27,Café Coffee Day indiranagar,Positive
Sunil Raghavan,"Rated 3.0 out of 5,",Nice place and good coffee but music too loud,2019-06-27,Café Coffee Day indiranagar,Positive
Veeresh HVR,"Rated 5.0 out of 5,",Good,2023-05-27,Café Coffee Day indiranagar,Positive
Athif Saeed,"Rated 5.0 out of 5,","GoodRecommended dishes
Capaccino …More",2023-05-27,Café Coffee Day indiranagar,Neutral
Plato Puthur,"Rated 3.0 out of 5,",Music too loud sometimes and often the crowd is a bit loud as well. Also no parking space for either car or 2 wheelers,2018-06-27,Café Coffee Day indiranagar,Positive
Tribhuvan Shyam Thammanna,"Rated 5.0 out of 5,","The best capaccino is served, taste back same 15 years",2022-06-27,Café Coffee Day indiranagar,Neutral
Sanjeev Kumar,"Rated 2.0 out of 5,",Place is okay but most of time there machine  does not work for debit card and can not  redeem the ccd beans here...,2018-06-27,Café Coffee Day indiranagar,Neutral
Sandip Sinha,"Rated 1.0 out of 5,",Place to meetup with friends for free and bad quality f&b products. Also a startups paradise.,2019-06-27,Café Coffee Day indiranagar,Negative
Charan Appacha,"Rated 4.0 out of 5,",The ambience of the coffee Shop is good.,2022-08-27,Café Coffee Day indiranagar,Positive
Krishna V,"Rated 5.0 out of 5,",Good,2023-05-27,Café Coffee Day indiranagar,Positive
Liya Thomas,"Rated 5.0 out of 5,",good place to work.. had a meeting here..,2022-06-27,Café Coffee Day indiranagar,Positive
Shadab Samar,"Rated 4.0 out of 5,",Good Ambience but AC doesn't work properly,2021-06-27,Café Coffee Day indiranagar,Positive
Rajharsha Narayanswamy,"Rated 3.0 out of 5,",Not a regular coffee shop as coffees are a little overrated. No wifi here,2018-06-27,Café Coffee Day indiranagar,Negative
uday kumar,"Rated 5.0 out of 5,",Good location for conducting business meetings with a coffee. Finding marriage meetings most of the times :),2017-06-27,Café Coffee Day indiranagar,Positive
satyajeet singh,"Rated 2.0 out of 5,",They fill the glass with 90 percent ice and 10 percent coffee,2022-06-27,Café Coffee Day indiranagar,Neutral
Ramesh Gujarathi,"Rated 3.0 out of 5,",I have visited this place twice.....  Good ambience.... Can visit sometimes,2018-06-27,Café Coffee Day indiranagar,Positive
Dhreeteeman Das,"Rated 4.0 out of 5,","Nice open area overlooking the road, with WoW Momo option.",2021-06-27,Café Coffee Day indiranagar,Positive
pinky pancholi,"Rated 4.0 out of 5,","Nice place. Allow smoking, which is not good and spoils the environment.",2019-06-27,Café Coffee Day indiranagar,Neutral
Meher Sashank,"Rated 5.0 out of 5,",A great place to hangout with your friends. Good customer service 😊,2019-06-27,Café Coffee Day indiranagar,Positive
South Central Motorcycle France,"Rated 2.0 out of 5,","When we have no choice, it remains an alternative. You can even cheer up with a good coffee ...",2020-06-27,Café Coffee Day indiranagar,Neutral
sumithra radhakrishnan,"Rated 1.0 out of 5,",Worst experience. Very unfriendly cashier. She picked up a fight unnecessarily,2018-06-27,Café Coffee Day indiranagar,Negative
Roshan Dash,"Rated 1.0 out of 5,",Very bad devils own. I've had ccd thousands of times. This is one of the worst.,2019-06-27,Café Coffee Day indiranagar,Negative
Sanket Narkar,"Rated 4.0 out of 5,",Good setup. The ice based drinks can have a bit more ice,2018-06-27,Café Coffee Day indiranagar,Positive
Pradeep D,"Rated 5.0 out of 5,",Quite nice place handy between tin factory & koramangla  people to catch up for meetings,2019-06-27,Café Coffee Day indiranagar,Positive
Ranjit Pillai (RP),"Rated 4.0 out of 5,",Great ambience.. Good place for a good business catch up too,2016-06-27,Café Coffee Day indiranagar,Positive
Chirag Deepak Udani,"Rated 2.0 out of 5,",Its just ok. Staff is not too prompt. Not a big coffee fan but lemonade was ok.,2018-06-27,Café Coffee Day indiranagar,Negative
Dhara Advani,"Rated 5.0 out of 5,",Best hangout place.❤️,2020-06-27,Café Coffee Day indiranagar,Positive
Soumyadip Saha (som),"Rated 5.0 out of 5,",Cozy place to have coffee along with snacks and momoz,2022-06-27,Café Coffee Day indiranagar,Positive
jithin krishnan,"Rated 5.0 out of 5,",Typical CCD experience. As the location is good the crowd is also nice.,2020-06-27,Café Coffee Day indiranagar,Positive
Arun Prakash Singh,"Rated 5.0 out of 5,",Nice evening sit out place.,2022-09-27,Café Coffee Day indiranagar,Positive
Dhara Jajal,"Rated 2.0 out of 5,",Pathetic. No hospitality. In spite of payment they didn't bother to provide water bottle.as per them they forgot.,2018-06-27,Café Coffee Day indiranagar,Negative
Antony Robinson,"Rated 5.0 out of 5,","This is a very good Coffee Day outlet, except for finding a parking spot.",2019-06-27,Café Coffee Day indiranagar,Positive
Nishant Nishant,"Rated 4.0 out of 5,",Good seating arrangement and cleaner than most other smaller CCDs,2017-06-27,Café Coffee Day indiranagar,Positive
Santhosh Raj,"Rated 5.0 out of 5,","An apt to either have fun with friends, romantic conversations with girl friend or even business meetings.",2018-06-27,Café Coffee Day indiranagar,Positive
samprith p.,"Rated 2.0 out of 5,",No parking facility. Road side parking with owners risk. Police would tow away your vehicles,2018-06-27,Café Coffee Day indiranagar,Neutral
"Sairamesh G MCC, mBIT Coach","Rated 4.0 out of 5,","Old timer on 100 ft road. Standard menu. Loud music, could be soft on ears.",2018-06-27,Café Coffee Day indiranagar,Positive
Vishwanath Pai,"Rated 4.0 out of 5,",Good as rest CCD in the city.,2022-07-27,Café Coffee Day indiranagar,Positive
Ashish Kumar,"Rated 4.0 out of 5,",Nice place to sit and chat with friends.... It was open till 1 AM in the morning....,2018-06-27,Café Coffee Day indiranagar,Positive
Padmanabhan Venkataraman,"Rated 5.0 out of 5,",It's a good coffee for spending time and to have meetings,2019-06-27,Café Coffee Day indiranagar,Positive
Ayush Pandey,"Rated 4.0 out of 5,",Best Place to work if you can't find peace at home .,2020-06-27,Café Coffee Day indiranagar,Negative
Madhava N,"Rated 4.0 out of 5,",Coffee is decent but ambience and location not so good.,2018-06-27,Café Coffee Day indiranagar,Positive
Chinmaya Behera,"Rated 4.0 out of 5,","Good place to hang out, have conversations . Usually very crowded",2018-06-27,Café Coffee Day indiranagar,Neutral
Saptashwa Chatterjee,"Rated 5.0 out of 5,",Great place to sit and enjoy good talks with your loved ones,2017-06-27,Café Coffee Day indiranagar,Positive
ferdina charles,"Rated 5.0 out of 5,",I literally come here for the hot chocolate,2022-06-27,Café Coffee Day indiranagar,Positive
Mud z,"Rated 4.0 out of 5,",Good place to have both personal and professional meets.,2021-06-27,Café Coffee Day indiranagar,Positive
SKC 06,"Rated 3.0 out of 5,",The charm and taste both gone,2022-09-27,Café Coffee Day indiranagar,Positive
First Choice Ashwin,"Rated 5.0 out of 5,","Good place to talk, drink and spend some quality time",2019-06-27,Café Coffee Day indiranagar,Positive
Purnajit C,"Rated 4.0 out of 5,",Well maintained Coffee Lounge with prompt & courteous service!,2018-06-27,Café Coffee Day indiranagar,Positive
Manoj Agadi,"Rated 5.0 out of 5,",Nice Plays to have a Coffee. Good Service.,2019-06-27,Café Coffee Day indiranagar,Positive
Chirag Sanjeeva Murthy,"Rated 1.0 out of 5,",Another terrible cafe from the coffee day franchise. Dull interiors and overpriced content,2017-06-27,Café Coffee Day indiranagar,Negative
Sufian Kaki Aslam,"Rated 5.0 out of 5,",One chilled out and nice place with decent parking facility!,2018-06-27,Café Coffee Day indiranagar,Positive
Tirumala Venkatesh Kaggundi,"Rated 4.0 out of 5,",A regular coffee day. A good meeting spot on a busy road.,2017-06-27,Café Coffee Day indiranagar,Positive
Krishna Prasad JP,"Rated 5.0 out of 5,",Nice,2023-02-27,Café Coffee Day indiranagar,Positive
Garima Singh,"Rated 4.0 out of 5,",Nice place,2019-06-27,Café Coffee Day indiranagar,Positive
Knox Ville,"Rated 4.0 out of 5,",A good place for business meetings or some quality time with friends.,2018-06-27,Café Coffee Day indiranagar,Positive
